user_id,course_id,gender,school,enroll_time,comment_count_week1,reply_count_week1,questions_done_week1,attempts_count_week1,correct_answers_week1,total_score_week1,user_watching_time_week1,comment_count_week2,reply_count_week2,questions_done_week2,attempts_count_week2,correct_answers_week2,total_score_week2,user_watching_time_week2,comment_count_week3,reply_count_week3,questions_done_week3,attempts_count_week3,correct_answers_week3,total_score_week3,user_watching_time_week3,comment_count_week4,reply_count_week4,questions_done_week4,attempts_count_week4,correct_answers_week4,total_score_week4,user_watching_time_week4,classification,classification_encoded,school_encoded,course_id_encoded
U_1013903,C_735164,0.0,云南民族大学,2020-11-01 13:23:11,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,,E,4,114,138
U_10139377,C_1714448,1.0,中国医科大学,2020-03-31 18:33:05,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,3,69,8
U_1013942,C_735164,0.0,昆明理工大学,2020-11-30 21:08:47,,,30.0,30.0,30.0,53.0,,,,,,,,,,,,,,,,,,,,,,,E,4,476,138
U_10152648,C_1714448,1.0,中国医科大学,2020-05-17 12:34:39,1.0,,79.0,79.0,34.0,34.0,,,,,,,,,,,,,,,,,,,,,,,E,4,69,8
U_10152669,C_1714448,2.0,中国医科大学,2020-03-19 11:33:57,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,C,2,69,8
U_10167679,C_1918363,2.0,辽宁对外经贸学院,2020-08-13 15:39:04,1.0,,,,,,2.045138888888889,,,4.0,4.0,2.0,6.0,,,,,,,,,,,,,,,,E,4,781,76
U_1016790,C_735164,0.0,北京交通大学,2020-11-19 10:51:53,,,,,,,,,,,,,,,,,156.0,159.0,156.0,216.0,,,,,,,,,A,0,157,138
U_101820,C_735197,0.0,广东科技学院,2020-11-22 00:50:31,,,5.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,417,141
U_1018242,C_735164,0.0,昆明理工大学,2020-10-08 15:16:12,1.0,,103.0,108.0,103.0,158.0,,,,,,,,,2.0,,53.0,55.0,53.0,58.0,,,,,,,,,A,0,476,138
U_10187253,C_735197,0.0,辽宁对外经贸学院,2020-09-15 22:42:59,,,,,,,,,,,,,,0.6925,,,,,,,,,,,,,,0.9858333333333332,E,4,781,141
U_10187261,C_735197,0.0,华南理工大学,2020-09-15 15:42:59,,,,,,,,,,,,,,0.8281666666666666,1.0,,9.0,9.0,5.0,5.0,,,,,,,,,E,4,211,141
U_10187291,C_735164,1.0,辽宁对外经贸学院,2019-10-28 21:26:19,3.0,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,E,4,781,138
U_10188922,C_735197,0.0,中国医科大学,2020-09-18 18:31:28,,,184.0,184.0,89.0,91.0,,,,,,,,,,,,,,,,,,,,,,,C,2,69,141
U_10189530,C_756642,0.0,承德医学院,2020-05-07 21:09:03,,,,,,,,,,5.0,5.0,4.0,5.0,,,,10.0,10.0,10.0,12.0,,1.0,,19.0,19.0,8.0,8.0,,A,0,455,149
U_1019197,C_735164,0.0,昆明理工大学,2020-09-21 22:49:05,2.0,1.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,A,0,476,138
U_1019204,C_735164,0.0,昆明理工大学,2020-09-20 20:29:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0277777777777777,A,0,476,138
U_10193115,C_1731884,0.0,保山学院,2020-05-24 17:30:45,16.0,,131.0,131.0,130.0,130.0,,,,,,,,,,,,,,,,,,,,,,,A,0,127,11
U_10193312,C_1731884,2.0,保山学院,2020-05-24 17:30:56,8.0,,131.0,131.0,131.0,131.0,,,,,,,,,,,,,,,,,,,,,,,A,0,127,11
U_10193358,C_1731884,0.0,保山学院,2020-04-03 10:03:52,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,E,4,127,11
U_10193378,C_1731884,0.0,保山学院,2020-05-25 10:10:03,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,127,11
U_10193464,C_1731884,2.0,保山学院,2020-05-24 17:30:38,,,,,,,,2.0,,131.0,131.0,131.0,131.0,,6.0,,,,,,,,,,,,,,A,0,127,11
U_10206280,C_735164,1.0,昆明理工大学,2019-12-01 11:58:25,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,0,476,138
U_10208666,C_1714448,1.0,中国医科大学,2020-05-16 12:51:40,,,3.0,3.0,3.0,3.0,,,,75.0,75.0,49.0,49.0,,,,,,,,,,,,,,,,A,0,69,8
U_10208720,C_1714448,2.0,中国医科大学,2020-05-13 08:12:53,,,,,,,,,,4.0,4.0,1.0,1.0,,,,,,,,,,,,,,,,E,4,69,8
U_10208793,C_1714448,1.0,中国医科大学,2020-05-08 15:59:15,,,65.0,65.0,27.0,27.0,,,,,,,,,,,,,,,,,,,,,,,E,4,69,8
U_1021609,C_735164,0.0,昆明理工大学,2020-09-18 13:32:38,,,5.0,8.0,3.0,5.0,,,,19.0,23.0,15.0,25.0,,,,6.0,10.0,3.0,6.0,,1.0,,24.0,36.0,16.0,30.0,0.917269409857856,A,0,476,138
U_1021628,C_735164,0.0,昆明理工大学,2020-09-15 09:07:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.8916666666666666,A,0,476,138
U_10221817,C_1755921,0.0,辽宁对外经贸学院,2020-05-11 17:18:50,,,4.0,4.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,781,22
U_1022565,C_735164,0.0,昆明理工大学,2020-11-27 23:08:59,,,,,,,,,,,,,,,,,156.0,161.0,155.0,215.0,,,,,,,,,A,0,476,138
U_10227458,C_735164,0.0,昆明理工大学,2019-10-08 17:23:14,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,E,4,476,138
U_1022796,C_735164,1.0,昆明理工大学,2020-09-16 17:04:28,1.0,,37.0,53.0,28.0,51.0,0.7344444444444446,,,23.0,27.0,23.0,40.0,0.7108333333333334,,,,,,,,,,,,,,,A,0,476,138
U_10232237,C_747056,2.0,西南林业大学,2020-07-08 18:06:44,,,7.0,7.0,1.0,2.0,,,,,,,,,,,,,,,,,,,,,,,E,4,711,147
U_10233699,C_735164,2.0,昆明理工大学,2019-10-13 22:02:55,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,4,476,138
U_10233780,C_1750793,0.0,吉林大学,2020-06-15 22:44:45,9.0,,20.0,20.0,19.0,38.0,,,,,,,,,,,,,,,,,,,,,,,A,0,255,17
U_1023803,C_735164,1.0,河北工业大学城市学院,2020-09-16 08:17:12,,,,,,,0.4085383294338649,1.0,,7.0,7.0,7.0,12.0,,,,,,,,,,,,,,,,A,0,553,138
U_1023834,C_735164,0.0,昆明理工大学,2020-11-27 13:25:54,,,,,,,,,,,,,,,,,129.0,133.0,129.0,184.0,,,,,,,,,E,4,476,138
U_10239111,C_735195,0.0,中国人民解放军陆军军医大学,2020-05-30 20:00:54,,,13.0,13.0,12.0,12.0,,,,,,,,,,,,,,,,,,,,,,,A,0,62,140
U_102435,C_1410126,0.0,南方科技大学,2020-06-26 16:20:38,,,15.0,15.0,15.0,28.0,,,,,,,,,,,,,,,,,,,,,,,E,4,232,2
U_10244776,C_735197,0.0,华南理工大学,2020-09-24 12:25:25,,,,,,,,,,,,,,,,,,,,,3.3291666666666666,30.0,,37.0,37.0,31.0,39.0,,E,4,211,141
U_10244782,C_735197,0.0,华南理工大学,2020-09-24 22:02:18,,,,,,,,,,,,,,,1.0,,,,,,,11.0,,70.0,70.0,69.0,78.0,,D,3,211,141
U_10244793,C_735197,0.0,华南理工大学,2020-09-26 16:36:18,8.0,,25.0,25.0,23.0,32.0,,,,12.0,12.0,12.0,12.0,,,,,,,,,2.0,,23.0,23.0,23.0,23.0,,D,3,211,141
U_10244808,C_735197,0.0,华南理工大学,2020-09-26 11:24:33,1.0,,5.0,5.0,5.0,5.0,,6.0,,65.0,65.0,65.0,74.0,,,,,,,,,4.0,,,,,,,D,3,211,141
U_10244809,C_735197,0.0,华南理工大学,2020-09-26 10:14:45,,,,,,,,,,,,,,,,,,,,,,9.0,,47.0,47.0,43.0,43.0,0.4902777777777777,D,3,211,141
U_10244811,C_735197,0.0,华南理工大学,2020-10-06 12:50:04,,,,,,,2.966666666666667,2.0,,,,,,,36.0,,25.0,25.0,24.0,32.0,,,,45.0,45.0,45.0,45.0,,D,3,211,141
U_10244818,C_735197,1.0,华南理工大学,2020-09-23 22:53:23,,,,,,,,,,1.0,1.0,0.0,0.0,,,,41.0,41.0,41.0,50.0,,,,,,,,,D,3,211,141
U_10244875,C_735197,0.0,华南理工大学,2020-09-24 12:20:52,,,,,,,,,,,,,,,,,,,,,,,,8.0,8.0,5.0,5.0,,D,3,211,141
U_10244904,C_735197,0.0,华南理工大学,2020-10-21 22:29:00,,,,,,,,,,,,,,,,,,,,,,,,105.0,105.0,104.0,113.0,,E,4,211,141
U_10244934,C_735197,0.0,华南理工大学,2020-09-24 18:27:10,,,,,,,,,,,,,,,,,,,,,,16.0,,5.0,5.0,5.0,5.0,,E,4,211,141
U_10244946,C_707013,1.0,西昌学院,2020-09-13 16:02:07,,,2.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,736,129
U_10244992,C_735197,0.0,华南理工大学,2020-09-27 22:45:42,,,5.0,5.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,A,0,211,141
U_10245024,C_735197,1.0,华南理工大学,2020-09-26 21:22:55,,,23.0,23.0,22.0,29.0,,,,,,,,,,,,,,,,,,14.0,14.0,14.0,16.0,,E,4,211,141
U_10245191,C_735197,2.0,华南理工大学,2020-09-24 23:55:20,,,,,,,,,,,,,,,,,,,,,,9.0,,25.0,25.0,24.0,32.0,,E,4,211,141
U_10247389,C_1714448,2.0,中国医科大学,2020-05-13 08:25:28,,,45.0,45.0,29.0,29.0,,,,,,,,,,,,,,,,,,,,,,,E,4,69,8
U_1024825,C_735164,0.0,昆明理工大学,2020-11-09 17:43:12,,,74.0,82.0,71.0,120.0,,,,38.0,39.0,38.0,42.0,,,,33.0,33.0,33.0,38.0,,,,11.0,11.0,11.0,11.0,,A,0,476,138
U_10248531,C_1724288,1.0,保山学院,2020-05-23 00:51:42,,,15.0,15.0,9.0,13.0,,,,,,,,,,,,,,,,,,,,,,,E,4,127,9
U_102550,C_676635,0.0,学堂在线,2020-08-05 09:33:02,,,5.0,5.0,4.0,4.0,,,,,,,,,,,,,,,,,,,,,,,E,4,332,89
U_10259371,C_697107,0.0,昆明理工大学津桥学院,2020-06-24 14:47:37,,,90.0,90.0,63.0,66.0,,,,77.0,77.0,47.0,47.0,,,,,,,,,,,,,,,,C,2,480,122
U_10259392,C_697107,2.0,昆明理工大津桥学院,2020-06-24 13:26:09,,,,,,,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,E,4,482,122
U_10259395,C_697107,2.0,昆明理工大学津桥学院,2020-07-07 09:12:17,,,158.0,158.0,94.0,96.0,,,,,,,,,,,,,,,,,,,,,,,C,2,480,122
U_10259416,C_697107,0.0,昆明理工大学津桥学院,2020-06-24 12:01:37,,,168.0,168.0,82.0,84.0,,,,,,,,,,,,,,,,,,,,,,,D,3,480,122
U_10259473,C_697107,2.0,昆明理工大学津桥学院,2020-07-01 12:01:47,,,168.0,168.0,78.0,79.0,,,,,,,,,,,,,,,,,,,,,,,D,3,480,122
U_10272620,C_1918363,2.0,新乡医学院三全学院,2020-11-15 21:13:48,,,4.0,4.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272625,C_1918363,0.0,新乡医学院三全学院,2020-11-15 22:16:54,,,5.0,5.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272628,C_1918363,2.0,新乡医学院三全学院,2020-11-14 18:33:57,4.0,,33.0,33.0,23.0,60.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272632,C_1918363,2.0,新乡医学院三全学院,2020-11-16 08:32:39,,,4.0,4.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272651,C_1918363,0.0,新乡医学院三全学院,2020-11-15 18:16:45,,,1.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272655,C_1918363,0.0,新乡医学院三全学院,2020-11-02 08:54:05,,,,,,,,,,31.0,31.0,23.0,58.0,,,,,,,,,,,,,,,,C,2,461,76
U_10272656,C_1918363,2.0,新乡医学院三全学院,2020-11-14 18:49:24,3.0,,33.0,33.0,31.0,79.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272672,C_1918363,0.0,新乡医学院三全学院,2020-11-15 19:01:57,,,9.0,9.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272690,C_1918363,2.0,新乡医学院三全学院,2020-11-18 18:54:27,,,4.0,4.0,3.0,8.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272692,C_1918363,2.0,新乡医学院三全学院,2020-11-02 09:36:43,,,,,,,,,,9.0,9.0,6.0,14.0,,,,,,,,,,,,,,,,E,4,461,76
U_10272706,C_1918363,0.0,新乡医学院三全学院,2020-11-15 21:50:14,,,23.0,23.0,19.0,47.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272711,C_1918363,0.0,新乡医学院三全学院,2020-11-16 16:08:45,,,33.0,33.0,27.0,68.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272727,C_1918363,0.0,新乡医学院三全学院,2020-11-15 16:29:58,,,33.0,33.0,23.0,60.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272733,C_1918363,0.0,新乡医学院三全学院,2020-11-14 16:58:28,1.0,,33.0,33.0,25.0,65.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272759,C_1918363,2.0,新乡医学院三全学院,2020-11-02 08:56:36,,,,,,,,2.0,,23.0,23.0,15.0,38.0,,,,,,,,,,,,,,,,E,4,461,76
U_10272769,C_1918363,0.0,新乡医学院三全学院,2020-11-17 13:20:04,,,9.0,9.0,6.0,14.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272772,C_1918363,2.0,新乡医学院三全学院,2020-11-15 16:21:39,,,17.0,17.0,16.0,40.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272779,C_1918363,0.0,新乡医学院三全学院,2020-11-02 08:53:27,,,,,,,,,,4.0,4.0,2.0,5.0,,,,,,,,,,,,,,,,E,4,461,76
U_10272780,C_1918363,2.0,医学检验技术,2020-11-15 17:06:15,,,33.0,33.0,19.0,46.0,,,,,,,,,,,,,,,,,,,,,,,C,2,194,76
U_10272794,C_1918363,0.0,新乡医学院三全学院,2020-11-15 15:11:15,,,31.0,31.0,23.0,58.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272810,C_1918363,2.0,新乡医学院三全学院,2020-11-02 09:39:38,,,,,,,,,,17.0,17.0,13.0,34.0,,,,,,,,,,,,,,,,E,4,461,76
U_10272823,C_1918363,0.0,新乡医学院三全学院,2020-11-02 15:54:40,,,,,,,,,,33.0,33.0,24.0,60.0,,,,,,,,,,,,,,,,C,2,461,76
U_10272831,C_1918363,0.0,新乡医学院三全学院,2020-11-15 13:56:24,,,33.0,33.0,23.0,57.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272834,C_1918363,2.0,新乡医学院三全学院,2020-11-10 18:22:47,,,33.0,33.0,28.0,71.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272845,C_1918363,2.0,新乡医学院三全学院,2020-11-15 18:47:48,,,28.0,28.0,22.0,55.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272850,C_1918363,2.0,新乡医学院三全学院,2020-11-15 15:42:01,,,4.0,4.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272851,C_1918363,0.0,新乡医学院三全学院,2020-11-02 08:54:30,,,,,,,,,,33.0,33.0,30.0,76.0,,4.0,,,,,,,,,,,,,,C,2,461,76
U_10272859,C_1918363,0.0,新乡医学院三全学院,2020-11-13 18:18:58,1.0,,33.0,33.0,25.0,63.0,,,,,,,,,,,,,,,,,,,,,,,C,2,461,76
U_10272862,C_1918363,0.0,新乡医学院三全学院,2020-10-12 08:32:25,,,,,,,,,,,,,,,,,,,,,,,,4.0,4.0,4.0,11.0,,A,0,461,76
U_10272869,C_1918363,0.0,新乡医学院三全学院,2020-11-14 15:50:02,,,30.0,30.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272871,C_1918363,0.0,新乡医学院三全学院,2020-11-15 15:43:17,,,4.0,4.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272875,C_1918363,0.0,新乡医学院三全学院,2020-11-16 08:17:37,,,4.0,4.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272887,C_1918363,2.0,新乡医学院三全学院,2020-11-02 09:02:11,,,,,,,,,,,,,,,,,,,,,,,,11.0,11.0,7.0,17.0,,E,4,461,76
U_10272911,C_1918363,0.0,新乡医学院三全学院,2020-11-02 08:52:42,,,,,,,,,,28.0,28.0,20.0,53.0,,,,,,,,,,,,,,,,C,2,461,76
U_10272919,C_1918363,0.0,新乡医学院三全学院,2020-11-16 17:16:38,,,9.0,9.0,9.0,22.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10272953,C_1918363,1.0,新乡医学院三全学院,2020-11-15 21:31:03,,,27.0,27.0,16.0,40.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_1027307,C_735164,0.0,昆明理工大学,2020-09-16 10:26:47,,,,,,,,1.0,,3.0,3.0,3.0,4.0,,,,7.0,10.0,7.0,14.0,,,,,,,,,E,4,476,138
U_1027395,C_735164,0.0,广东石油化工学院,2020-09-20 09:04:41,,,,,,,3.0338472222222226,,,,,,,,1.0,,54.0,54.0,54.0,98.0,,,,,,,,,A,0,416,138
U_10275637,C_735197,1.0,华南理工大学,2020-09-14 22:41:31,1.0,,,,,,0.3177777777777777,,,,,,,,,,,,,,,,,,,,,,E,4,211,141
U_10275639,C_735197,2.0,华南理工大学,2020-09-14 14:30:20,1.0,,5.0,5.0,1.0,1.0,,,,,,,,,2.0,,7.0,7.0,5.0,5.0,,,,8.0,8.0,5.0,5.0,,D,3,211,141
U_10275656,C_735197,1.0,华南理工大学,2020-09-17 09:48:54,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,E,4,211,141
U_10275663,C_735197,0.0,华南理工大学,2020-09-17 22:54:49,2.0,,5.0,5.0,3.0,3.0,2.2502777777777774,,,,,,,,,,,,,,,,,,,,,,D,3,211,141
U_10275672,C_735197,0.0,华南理工大学,2020-09-14 14:35:17,,,,,,,,,,,,,,1.4458333333333333,,,,,,,,,,,,,,,E,4,211,141
U_10275675,C_735197,0.0,华南理工大学,2020-09-20 10:59:54,,,,,,,,,,,,,,,2.0,,14.0,14.0,11.0,17.0,,,,,,,,,E,4,211,141
U_10275684,C_735197,0.0,辽宁对外经贸学院,2020-09-20 11:34:13,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,E,4,781,141
U_10275685,C_735197,0.0,华南理工大学,2020-09-14 14:36:32,3.0,,25.0,25.0,23.0,26.0,2.375972222222222,,,,,,,,3.0,,,,,,0.2368055555555555,2.0,,12.0,12.0,10.0,10.0,,E,4,211,141
U_10277482,C_1918363,0.0,新乡医学院三全学院,2020-11-16 08:58:51,4.0,,33.0,33.0,21.0,53.0,,,,,,,,,,,,,,,,,,,,,,,E,4,461,76
U_10322104,C_1761368,0.0,天津理工大学,2020-08-23 12:07:20,,,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,323,31
U_10322910,C_682157,1.0,云南大学,2020-05-10 15:19:49,,,3.0,3.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,E,4,106,105
U_10323307,C_680814,0.0,清华大学,2020-07-28 09:36:50,,,6.0,6.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,E,4,612,96
U_10323372,C_735385,0.0,清华大学,2020-06-10 17:34:54,,,20.0,20.0,17.0,17.0,,,,,,,,,,,,,,,,,,,,,,,E,4,612,146
U_1032489,C_735164,2.0,昆明理工大学,2020-11-28 11:51:50,,,18.0,23.0,18.0,32.0,,,,112.0,121.0,109.0,145.0,,,,25.0,25.0,24.0,30.0,,,,,,,,,A,0,476,138
U_10329168,C_1875539,2.0,云南大学,2020-08-16 13:22:38,,,21.0,21.0,19.0,190.0,,,,,,,,,,,,,,,,,,,,,,,E,4,106,69
U_10333918,C_735164,2.0,沈阳农业大学,2020-09-17 10:27:01,,,,,,,,,,,,,,,,,14.0,14.0,14.0,26.0,,,,,,,,,A,0,533,138
